word,mass,drag,restitution,warmth,age,intensity
unhappy,0.4,0.0,-0.5,-0.4,0.0,-0.2
whites,0.0,0.0,0.1,-0.3,0.0,-0.1
yup,-0.4,-0.2,0.5,0.3,-0.5,0.1
accomplish,0.4,0.0,0.2,0.3,0.1,0.4
adequate,0.0,0.0,0.0,0.0,0.0,-0.2
alter,-0.1,0.0,0.2,0.0,0.0,0.1
apology,0.2,0.3,-0.3,0.2,0.1,-0.3
arkansas,0.3,0.0,-0.2,0.3,0.3,0.0
attributed,0.1,0.0,-0.1,-0.1,0.1,-0.1
beg,0.2,-0.1,-0.4,0.1,0.3,0.4
belonging,0.2,0.2,-0.3,0.6,0.2,-0.4
booked,0.1,-0.2,0.1,0.0,0.0,0.0
bout,0.3,-0.3,0.3,0.3,0.1,0.6
bowling,0.7,0.0,0.2,0.0,0.1,0.6
brass,0.6,0.0,0.4,0.3,0.4,0.5
buzz,-0.6,0.3,0.5,0.3,-0.3,0.5
clarke,0.0,0.0,0.0,0.0,0.2,0.0
comeback,0.2,0.0,0.7,0.3,-0.2,0.5
cos,-0.1,0.0,0.0,-0.2,0.1,-0.2
crops,0.3,0.1,-0.4,0.4,0.6,-0.2
declare,0.3,0.0,0.0,0.0,0.3,0.6
designers,0.0,0.0,0.1,-0.2,-0.4,0.1
detect,0.0,0.0,0.1,-0.3,0.0,-0.3
diagnosed,0.5,0.0,-0.5,-0.6,0.0,0.1
diesel,0.6,0.0,-0.2,0.6,0.3,0.7
dimensions,0.1,0.0,0.0,-0.4,0.2,-0.3
dip,-0.3,-0.4,-0.5,0.1,-0.1,-0.3
disturbing,0.5,0.0,-0.3,-0.4,0.0,0.5
doesnt,0.0,0.0,0.0,0.0,0.0,0.0
dot,-0.8,-0.3,0.2,0.0,0.0,-0.7
dresses,-0.2,0.5,-0.5,0.3,0.1,-0.2
dylan,0.1,0.0,0.1,0.4,0.3,0.3
effectiveness,0.2,0.0,0.0,-0.2,-0.4,0.0
eliminated,0.5,-0.2,-0.8,-0.6,0.0,0.5
ellen,0.0,0.0,0.1,0.5,-0.2,0.2
embarrassed,0.4,0.0,-0.4,0.7,0.0,-0.5
exceptional,0.2,0.0,0.4,0.4,0.0,0.4
filing,0.1,0.3,-0.2,-0.3,0.2,-0.3
fled,-0.5,-0.4,0.4,0.3,0.4,0.6
foul,0.4,0.0,-0.6,0.3,0.3,0.6
frankly,0.1,0.0,0.1,0.0,0.0,0.3
freezing,0.3,0.0,0.3,-0.9,0.0,0.4
graph,-0.3,0.2,0.0,-0.4,0.0,-0.6
hack,0.3,-0.2,-0.3,0.0,-0.1,0.7
hannah,0.0,0.0,0.2,0.4,0.4,-0.2
hatred,0.7,0.0,-0.5,0.8,0.8,0.8
ignorant,0.4,0.0,-0.5,-0.2,0.1,0.4
influences,-0.2,0.2,0.2,0.2,0.1,-0.3
interact,0.0,0.0,0.5,0.3,-0.5,0.2
judging,0.6,0.0,-0.4,-0.4,0.5,0.4
knights,0.8,0.0,0.3,-0.1,0.8,0.6
lamp,0.2,0.0,0.1,0.7,0.3,-0.4
limitations,0.4,0.0,-0.6,-0.3,0.1,-0.2
majesty,0.7,0.2,0.1,0.5,0.7,0.2
measurement,0.1,0.0,0.0,-0.5,0.1,-0.5
measurements,0.2,0.0,0.0,-0.5,0.1,-0.5
median,0.2,0.0,-0.2,0.0,0.0,-0.6
medieval,0.7,0.0,-0.3,0.3,0.8,0.1
milan,0.4,0.1,0.1,0.4,0.6,0.3
mobility,-0.6,-0.3,0.6,0.3,-0.3,0.2
montana,0.6,0.1,-0.2,-0.2,0.3,0.0
murders,0.7,0.0,-0.6,0.2,0.2,0.8
nc,0.0,0.0,0.0,0.1,0.1,-0.1
ne,0.0,0.0,0.0,0.0,0.0,-0.1
nyc,0.7,0.0,0.1,0.3,0.1,0.7
omg,-0.5,-0.1,0.6,0.2,-0.8,0.6
orientation,0.1,0.2,0.0,0.0,-0.2,-0.1
oven,0.5,0.0,-0.2,0.8,0.2,0.2
owen,0.1,0.0,0.1,0.2,0.1,0.0
passport,-0.1,0.3,-0.1,-0.1,0.1,0.0
penis,0.1,0.0,0.3,0.4,0.0,0.2
pills,-0.4,-0.2,0.3,-0.2,-0.3,-0.2
planets,0.9,0.1,-0.3,-0.3,0.9,0.1
proceeds,0.1,0.0,-0.1,0.0,0.0,-0.1
rabbit,-0.2,-0.2,0.6,0.5,0.1,-0.1
raises,0.2,0.4,0.2,0.1,-0.1,0.3
ranges,0.7,0.0,-0.3,-0.2,0.5,0.1
rats,-0.3,-0.1,0.2,0.2,0.2,0.3
retire,0.1,0.3,-0.3,0.3,0.4,-0.4
rhythm,0.0,0.2,0.5,0.3,0.6,0.3
ruth,0.2,0.0,-0.1,0.2,0.5,-0.1
savage,0.5,-0.3,0.1,0.4,0.4,0.8
servers,0.4,0.0,-0.2,0.2,-0.6,0.2
shook,0.3,-0.2,0.2,0.0,0.1,0.5
shooter,0.3,-0.5,-0.1,0.1,-0.2,0.9
siblings,0.1,0.0,0.2,0.5,0.1,0.2
slim,-0.5,-0.4,0.1,-0.2,-0.2,-0.2
someday,-0.2,0.5,0.1,0.2,-0.1,-0.3
sophisticated,0.3,0.2,0.0,-0.3,0.2,-0.2
spam,-0.3,0.2,-0.4,0.0,-0.6,0.1
speeds,-0.2,-0.5,0.5,0.1,-0.4,0.6
stack,0.4,0.0,-0.2,-0.1,0.0,0.1
stance,0.3,0.0,-0.3,0.0,0.1,0.1
static,-0.4,0.3,0.1,-0.1,-0.3,0.4
subway,0.6,0.0,-0.3,0.1,-0.2,0.6
supportive,0.2,0.4,0.2,0.6,0.0,-0.1
surgical,0.1,-0.4,-0.2,-0.7,-0.2,-0.2
symbols,0.2,0.3,0.1,0.0,0.7,-0.1
tablet,0.2,-0.1,-0.4,-0.2,-0.3,-0.2
tent,-0.3,0.6,0.1,0.2,0.1,-0.2
thesis,0.4,0.3,-0.4,-0.3,0.3,-0.3
tide,0.8,0.2,0.0,-0.2,0.8,0.3
travels,-0.1,0.3,0.3,0.2,0.1,0.1
wallace,0.2,0.0,0.0,0.1,0.4,0.0
warfare,0.7,-0.2,-0.5,0.5,0.6,0.9
warming,0.3,0.5,-0.1,0.7,-0.2,0.2
weekends,-0.1,0.2,0.3,0.5,-0.2,-0.1
withdraw,0.2,0.1,-0.3,-0.3,0.0,-0.4
withdrawal,0.4,0.1,-0.4,-0.4,0.0,-0.3
youngest,-0.4,0.1,0.4,0.3,-0.9,0.2
aging,0.3,0.3,-0.4,-0.1,0.6,-0.2
airline,0.6,0.5,-0.1,-0.2,-0.3,0.4
alternatives,0.0,0.2,0.1,0.0,-0.2,0.0
anyways,-0.3,0.2,0.2,0.1,-0.4,-0.1
argues,0.2,-0.1,0.1,0.3,0.0,0.5
audit,0.4,0.0,-0.5,-0.5,0.1,0.1
authentic,0.3,0.0,-0.1,0.3,0.4,0.0
ave,-0.1,0.1,0.0,0.0,0.2,-0.1
backwards,0.1,-0.1,0.2,-0.1,0.1,0.0
bi,-0.2,0.0,0.3,0.1,-0.3,0.0
blonde,-0.2,0.3,0.1,0.4,-0.1,0.1
blows,0.1,0.4,0.3,0.0,0.0,0.6
bolt,0.5,-0.6,0.6,-0.1,0.0,0.5
brooks,0.1,0.1,0.2,0.1,0.3,-0.3
bugs,-0.5,0.2,0.4,0.0,0.2,0.1
bust,0.5,0.0,-0.2,0.1,0.3,0.4
clearing,-0.3,0.3,0.1,0.2,0.2,-0.5
clips,-0.2,-0.2,0.5,-0.2,-0.2,0.1
collar,0.1,0.1,0.0,0.2,0.1,0.0
columbus,0.4,0.0,-0.2,0.0,0.6,0.2
comply,0.3,0.0,-0.4,-0.3,0.1,-0.2
cope,0.4,0.0,-0.3,-0.1,0.1,-0.1
counted,0.1,0.0,0.0,0.0,0.0,0.0
crashed,0.6,-0.5,-0.4,0.2,-0.1,0.8
creepy,0.1,0.1,-0.3,-0.6,0.1,0.2
cum,-0.1,0.2,-0.5,0.5,0.0,0.3
denmark,0.3,0.0,-0.1,-0.3,0.5,-0.1
divorced,0.5,0.0,-0.5,-0.5,0.2,0.3
donate,0.1,0.0,0.1,0.5,0.1,0.1
drawings,-0.4,0.4,-0.1,0.2,0.1,-0.2
dried,-0.2,0.3,-0.4,0.1,0.3,-0.3
ebay,-0.4,0.1,0.2,-0.2,-0.6,0.1
echo,-0.6,0.6,0.7,-0.4,0.2,-0.2
editors,0.1,0.0,-0.1,-0.1,0.1,0.0
edwards,0.2,0.0,0.0,0.0,0.3,0.0
emotionally,0.3,0.2,-0.2,0.3,0.0,0.3
enhance,0.1,0.0,0.3,0.1,-0.3,0.2
experiencing,0.2,0.1,0.0,0.2,0.0,0.1
extending,0.2,0.1,0.2,0.0,-0.1,0.1
finale,0.5,0.0,0.1,0.2,0.1,0.6
flavor,0.0,0.1,0.2,0.4,-0.1,0.2
floors,0.5,0.0,-0.1,-0.1,0.1,-0.2
freaking,0.2,0.0,0.4,0.2,-0.5,0.7
gloves,-0.1,0.3,0.0,0.4,0.1,-0.3
harper,0.2,0.0,0.1,0.1,0.3,0.0
hart,0.2,-0.2,0.1,0.3,0.3,0.0
ignorance,0.4,0.1,-0.4,-0.4,0.3,0.1
ignoring,0.2,0.1,-0.3,-0.4,0.0,-0.4
immigrant,0.3,0.0,-0.1,0.2,0.2,0.2
induced,0.3,0.0,-0.3,-0.1,-0.2,0.2
inspiring,-0.4,0.5,0.5,0.6,-0.2,0.4
intermediate,0.0,0.0,0.1,0.0,0.0,0.0
invention,0.1,0.1,0.4,0.3,-0.5,0.3
ip,-0.3,0.0,0.0,-0.2,-0.7,-0.1
jesse,0.0,0.0,0.1,0.2,0.1,0.1
joins,0.1,0.0,0.2,0.1,0.0,0.1
joking,-0.3,0.2,0.6,0.4,-0.2,0.3
lgbt,0.1,0.1,0.3,0.4,-0.5,0.5
likewise,0.0,0.0,0.0,0.0,0.0,-0.2
lineup,0.2,-0.1,0.1,0.1,-0.3,0.2
logan,0.2,0.0,0.1,0.1,0.1,0.1
magnificent,0.6,0.3,0.2,0.4,0.3,0.6
mathematical,0.3,0.0,-0.2,-0.5,0.2,-0.1
meantime,0.0,0.1,0.0,0.0,0.0,-0.2
nails,0.3,-0.5,0.4,-0.2,0.1,0.3
nevada,0.4,0.2,-0.3,0.7,0.3,0.1
newest,-0.3,0.1,0.4,0.1,-0.9,0.3
nonetheless,0.1,0.0,0.0,0.0,0.1,-0.2
opposing,0.4,0.1,-0.2,-0.2,0.0,0.5
origins,0.5,0.0,-0.3,0.1,0.8,0.1
orlando,0.2,0.1,0.2,0.6,0.0,0.2
physicians,0.3,0.0,-0.1,0.2,0.3,0.1
pipeline,0.5,-0.3,-0.4,-0.2,-0.2,0.2
placement,0.2,0.0,-0.1,0.0,-0.1,-0.1
planted,0.4,0.0,-0.5,0.3,0.2,-0.2
pricing,0.1,0.0,-0.1,-0.3,-0.3,0.0
pt,0.0,0.0,0.0,0.0,0.0,-0.1
puerto,0.2,0.1,0.2,0.6,0.2,0.2
questioning,0.1,0.3,0.2,-0.1,0.0,0.2
recreation,-0.1,0.2,0.5,0.4,-0.2,0.2
renewed,-0.2,0.2,0.4,0.3,-0.5,0.2
resigned,0.3,-0.1,-0.6,-0.3,0.2,-0.4
rt,-0.4,-0.2,0.1,-0.1,-0.8,0.0
shallow,-0.3,0.1,0.3,-0.1,-0.1,-0.2
shanghai,0.5,0.1,0.1,0.3,0.5,0.4
shitty,0.2,0.0,-0.6,-0.1,-0.3,0.4
singh,0.2,0.0,0.1,0.2,0.3,0.1
sins,0.6,-0.1,-0.4,0.5,0.7,0.3
sketch,-0.4,0.4,0.2,0.0,-0.3,-0.2
smells,-0.2,0.6,-0.2,0.3,0.1,0.2
soda,-0.1,0.3,0.6,0.1,-0.3,0.3
spite,0.3,-0.2,-0.3,0.2,0.2,0.5
sponsor,0.2,0.0,0.1,0.1,-0.1,0.1
strengthen,0.5,0.0,0.2,0.3,0.1,0.5
strings,-0.3,0.4,0.5,0.1,0.1,0.0
sunset,0.2,0.5,-0.2,0.8,0.4,-0.3
taiwan,0.3,0.0,0.1,0.4,0.4,0.2
thanksgiving,0.4,0.1,-0.1,0.8,0.4,0.3
thee,0.2,0.2,0.0,0.3,0.9,-0.1
thermal,-0.4,0.7,-0.2,0.8,0.0,0.1
trades,0.2,0.0,0.0,0.1,0.3,0.2
transform,0.1,0.1,0.3,0.2,-0.1,0.4
witnessed,0.3,0.0,-0.3,-0.1,0.3,-0.2
workplace,0.3,0.0,-0.2,0.0,0.1,0.1
yelling,-0.1,0.3,0.4,0.3,-0.2,0.8
yorkshire,0.4,0.0,-0.2,0.2,0.5,0.0
achieving,0.2,0.1,0.2,0.3,-0.1,0.3
aliens,-0.1,0.3,0.2,-0.5,0.4,0.3
amsterdam,0.3,0.0,0.1,0.2,0.5,0.1
analyst,-0.1,0.0,0.0,-0.3,-0.2,-0.1
arabic,0.3,0.2,0.0,0.4,0.7,0.2
arctic,0.5,0.0,-0.3,-0.9,0.6,-0.2
assists,-0.2,-0.2,0.3,0.2,0.0,0.1
bennett,0.1,0.0,0.0,0.1,0.2,-0.1
bristol,0.4,0.0,-0.1,0.1,0.5,0.1
burnt,0.1,0.3,-0.6,0.7,0.2,0.3
buyer,0.0,0.0,0.1,0.0,0.0,0.0
calories,-0.3,0.1,0.1,0.4,0.0,0.1
cannabis,-0.2,0.5,-0.2,0.5,0.4,-0.3
cease,0.4,-0.2,-0.5,-0.3,0.2,-0.5
championships,0.5,0.0,0.4,0.3,0.2,0.6
chapel,0.5,0.0,-0.4,0.2,0.6,-0.6
cloth,-0.4,0.6,-0.3,0.3,0.3,-0.4
conferences,0.3,0.0,-0.1,0.0,0.1,0.2
considers,0.1,0.2,0.0,-0.1,0.1,-0.4
container,0.6,0.0,-0.2,-0.2,0.0,-0.1
cowboys,0.3,-0.1,0.2,0.4,0.3,0.4
crushed,0.7,-0.2,-0.8,0.1,0.1,0.5
deployed,0.4,0.3,-0.3,-0.3,-0.1,0.3
differ,-0.1,0.0,0.2,-0.1,0.0,0.0
dimensional,0.0,0.1,0.1,-0.4,-0.2,-0.1
eager,-0.2,-0.3,0.5,0.4,-0.4,0.4
elect,0.2,0.0,0.1,0.1,0.2,0.2
elevated,-0.2,0.3,0.2,0.0,0.1,0.1
essence,-0.6,0.7,-0.1,0.2,0.5,-0.5
executives,0.3,0.0,-0.1,-0.2,0.1,0.2
flames,-0.3,0.6,0.3,0.9,0.3,0.6
fork,0.1,-0.3,0.1,-0.2,0.2,0.1
fur,-0.3,0.5,-0.2,0.7,0.3,-0.4
gps,-0.4,0.1,0.2,-0.4,-0.8,-0.2
harold,0.2,0.0,0.0,0.2,0.5,-0.1
harvest,0.4,0.1,-0.3,0.6,0.6,0.1
headline,0.1,0.3,0.2,0.1,-0.2,0.5
hudson,0.5,0.1,-0.2,-0.1,0.4,0.0
hype,-0.5,0.6,0.7,0.3,-0.7,0.6
identifying,-0.1,0.0,0.0,-0.2,-0.2,-0.2
impacts,0.6,-0.4,0.1,0.0,0.0,0.6
insist,0.2,-0.2,0.1,0.2,0.0,0.5
jo,-0.3,0.0,0.2,0.2,0.1,0.0
junk,0.1,0.1,-0.4,-0.1,0.1,0.2
kenny,-0.1,0.0,0.2,0.2,-0.3,0.1
kidney,0.0,0.0,0.1,0.4,0.0,0.0
ladder,0.3,0.1,0.1,0.0,0.2,0.1
lloyd,0.1,0.0,-0.1,0.1,0.3,0.0
lobby,0.2,0.1,-0.2,0.1,0.1,0.1
marc,0.0,0.0,0.1,0.1,-0.2,0.0
mechanisms,0.5,0.0,0.3,-0.3,0.2,0.4
mineral,0.5,0.0,-0.3,-0.2,0.7,-0.2
mob,0.6,0.0,-0.1,0.3,0.1,0.8
modest,-0.2,0.0,-0.1,0.1,0.0,-0.5
motors,0.6,0.0,0.2,0.3,0.1,0.6
mph,-0.4,-0.4,0.5,0.0,-0.5,0.4
navigation,0.1,0.1,0.1,-0.1,0.4,0.0
nicholas,0.1,0.0,0.0,0.2,0.3,0.0
orbit,0.2,0.5,0.6,-0.5,0.8,0.1
paragraph,-0.1,0.2,-0.2,0.0,0.2,-0.2
passive,-0.3,0.3,-0.4,-0.2,0.0,-0.7
peninsula,0.8,0.0,-0.6,0.2,0.8,-0.3
phillips,0.0,0.0,0.1,0.0,0.1,0.0
pill,-0.5,-0.1,0.3,-0.1,-0.1,-0.3
pork,0.2,0.0,-0.3,0.5,0.1,0.1
portuguese,0.2,0.0,0.0,0.3,0.5,0.2
profitable,0.3,0.0,0.2,0.1,0.0,0.3
provinces,0.6,0.0,-0.3,0.0,0.6,0.0
ranch,0.4,0.0,-0.2,0.4,0.3,0.2
rays,-0.7,-0.3,0.4,0.7,0.5,0.3
reasonably,-0.1,0.0,0.0,0.1,0.0,-0.3
reject,0.2,-0.2,-0.5,-0.4,-0.1,0.6
remainder,0.0,0.0,-0.2,-0.1,0.1,-0.3
schemes,0.1,0.0,0.1,-0.3,0.1,0.2
screens,-0.2,0.3,0.1,-0.4,-0.7,0.1
seized,0.4,-0.1,-0.5,0.1,0.2,0.7
semester,0.1,0.0,0.0,0.0,-0.1,-0.1
sentiment,0.0,0.3,0.1,0.5,0.2,-0.2
servants,0.2,0.0,-0.3,0.1,0.6,-0.3
shipped,0.3,0.0,-0.1,-0.1,0.0,0.3
socks,-0.4,0.4,-0.5,0.4,-0.2,-0.4
sp,0.0,0.0,0.0,0.0,0.0,0.0
sr,0.0,0.0,0.0,0.0,0.0,0.0
suited,0.1,0.1,0.1,0.2,0.1,-0.1
supplement,0.0,0.0,0.1,-0.1,-0.2,0.0
surviving,0.3,0.1,0.2,0.2,0.4,0.4
thereby,0.0,0.0,0.0,0.0,0.0,0.0
threshold,0.4,0.0,-0.2,0.1,0.5,0.1
til,0.0,0.0,0.0,0.0,0.0,0.0
tin,0.1,0.0,0.3,-0.3,0.3,0.2
tires,0.4,0.0,0.8,0.1,-0.2,0.3
tribal,0.4,0.0,-0.2,0.3,0.9,0.4
tribes,0.5,0.0,-0.2,0.3,0.9,0.4
trunk,0.6,0.0,0.1,0.2,0.2,0.0
uncertainty,0.1,0.4,-0.4,-0.3,0.0,-0.2
vampire,0.3,0.4,0.2,-0.7,0.6,0.4
varied,-0.1,0.0,0.3,0.0,-0.1,0.1
verdict,0.7,-0.2,-0.6,-0.2,0.3,0.5
abandon,0.2,0.1,-0.5,-0.5,0.2,0.3
accommodate,0.1,0.2,0.1,0.3,0.0,-0.2
accordingly,0.0,0.1,0.0,0.0,0.0,-0.1
aesthetic,-0.2,0.4,0.1,0.1,0.1,-0.2
algorithm,0.2,-0.1,0.0,-0.6,-0.7,-0.3
altered,0.0,0.0,0.2,0.0,-0.2,0.1
anchor,0.8,0.0,-0.6,-0.3,0.4,-0.1
angela,0.0,0.1,0.1,0.3,0.1,0.0
apr,-0.3,0.0,0.1,0.1,-0.5,-0.3
arch,0.6,0.0,-0.3,0.0,0.7,-0.1
associations,0.2,0.2,-0.1,0.0,0.1,-0.2
au,0.4,-0.2,-0.2,0.4,0.8,-0.2
audiences,0.4,0.1,-0.1,0.3,0.1,0.4
axis,0.3,-0.3,0.2,-0.4,0.3,0.0
badge,0.2,0.2,0.1,-0.1,0.1,0.1
bernard,0.2,0.0,0.0,0.2,0.3,-0.1
bizarre,-0.1,0.3,0.6,0.1,-0.1,0.4
bounce,-0.3,0.3,0.9,0.2,-0.4,0.3
broadcasting,0.1,0.5,0.2,0.1,-0.4,0.6
bs,-0.2,0.1,0.3,-0.1,-0.6,0.2
bullets,0.4,-0.9,-0.2,-0.2,-0.1,0.8
buses,0.7,0.0,-0.3,0.1,-0.2,0.5
cannon,0.8,0.0,-0.5,0.3,0.6,0.9
carol,-0.2,0.3,0.3,0.7,0.3,0.4
carriers,0.6,0.0,-0.3,0.0,0.1,0.2
chairs,0.3,0.2,0.1,0.3,0.1,-0.2
cleaned,-0.3,0.1,0.2,-0.2,-0.5,-0.1
complexity,0.4,0.3,-0.2,-0.3,0.1,0.1
confusing,0.1,0.3,-0.3,-0.2,-0.1,0.1
consultation,0.2,0.2,-0.2,0.1,0.1,-0.3
continental,0.7,0.0,-0.4,0.0,0.3,0.0
convenience,-0.2,0.1,0.2,0.2,-0.4,-0.3
deliberately,0.3,0.4,-0.4,-0.1,0.1,0.1
diamonds,0.5,-0.2,0.3,-0.5,0.5,0.2
diana,0.0,0.1,0.2,0.4,0.2,0.1
dictionary,0.6,0.1,-0.4,-0.1,0.5,-0.4
dignity,0.5,0.3,-0.5,0.2,0.5,-0.3
dimension,0.3,0.2,0.1,-0.4,0.2,0.0
disappointing,0.3,0.4,-0.7,-0.4,0.0,-0.2
diving,0.1,-0.6,0.4,-0.2,-0.2,0.2
doug,0.1,0.0,0.1,0.3,0.0,0.0
duncan,0.2,0.0,0.0,0.2,0.2,0.0
ego,0.4,0.7,0.4,0.2,0.1,0.5
enthusiasm,-0.2,0.5,0.7,0.8,-0.3,0.7
environments,0.5,0.2,-0.2,0.0,0.2,-0.2
equation,0.1,0.2,0.1,-0.3,0.2,-0.2
extract,-0.1,-0.2,0.3,0.1,0.0,0.2
favorites,-0.2,0.2,0.4,0.4,-0.2,0.1
ferry,0.7,0.0,-0.3,0.1,0.3,0.2
fisher,0.2,0.0,-0.2,0.2,0.4,-0.1
flexibility,-0.4,0.5,0.8,0.1,-0.3,0.0
flowing,-0.2,0.3,0.2,0.2,0.1,-0.2
fm,-0.5,0.2,0.3,-0.2,-0.1,0.3
fridge,0.6,0.0,-0.4,-0.7,-0.1,0.1
functioning,0.1,0.0,0.2,0.1,-0.2,0.1
fusion,0.3,0.0,0.1,0.9,-0.4,0.7
gauge,0.3,0.0,-0.1,-0.2,0.1,0.1
goat,0.2,0.0,0.3,0.3,0.5,0.2
graduates,0.1,0.1,0.4,0.3,-0.5,0.4
gut,0.3,-0.1,-0.4,0.4,0.2,0.3
heck,-0.3,0.0,0.5,0.2,-0.2,0.3
helmet,0.4,0.0,0.2,-0.1,0.1,0.0
holders,0.2,0.0,-0.1,0.0,0.0,-0.2
ideology,0.5,0.0,-0.5,-0.1,0.5,0.3
idiots,0.1,0.0,0.3,0.1,-0.1,0.5
inclusion,0.0,0.1,0.2,0.4,-0.4,-0.1
initiatives,0.1,0.0,0.2,0.1,-0.5,0.2
innings,0.2,0.0,0.1,0.2,0.2,0.1
insects,-0.6,0.5,0.1,-0.1,0.6,0.1
instructor,0.2,0.0,0.0,0.2,0.1,0.2
isolation,0.4,0.2,-0.6,-0.8,0.2,-0.7
ive,-0.1,0.0,0.0,0.0,-0.1,0.0
justified,0.3,0.0,-0.2,0.1,0.1,0.2
keeper,0.3,0.0,0.1,0.3,0.3,-0.1
lamb,-0.2,0.3,0.2,0.6,0.1,-0.3
liar,0.1,-0.1,-0.2,-0.3,0.1,0.4
machinery,0.8,0.0,-0.3,-0.1,0.2,0.6
mansion,0.8,0.0,-0.4,0.1,0.6,-0.1
mega,0.4,0.0,0.6,0.2,-0.6,0.7
mercury,0.6,-0.2,-0.3,-0.4,0.4,0.1
namely,-0.2,0.0,0.0,-0.1,0.1,-0.3
nbc,0.1,0.0,0.1,0.0,-0.3,0.2
needing,0.1,0.1,-0.1,0.2,-0.2,0.2
nerves,-0.3,-0.1,0.6,0.1,0.0,0.5
nhl,0.3,-0.2,0.4,-0.5,-0.2,0.5
observations,0.2,0.1,-0.2,-0.2,0.1,-0.4
ordering,0.1,0.0,0.0,-0.1,-0.2,0.1
palmer,0.2,0.1,0.0,0.2,0.3,0.0
paths,0.3,0.0,-0.1,0.1,0.5,-0.4
peers,0.1,0.0,0.2,0.3,-0.2,0.1
pending,0.2,0.4,-0.1,-0.2,-0.3,-0.1
platinum,0.7,0.0,0.1,-0.5,0.2,0.3
possess,0.4,0.0,-0.3,0.2,0.3,0.3
praised,0.1,0.2,0.3,0.5,0.2,0.4
premises,0.5,0.0,-0.4,-0.2,0.2,-0.1
probability,0.0,0.2,0.2,-0.2,0.1,-0.2
ps,-0.5,0.1,0.1,0.0,0.0,-0.4
questioned,0.1,0.0,0.1,-0.1,0.0,0.2
refuses,0.3,0.0,-0.2,-0.3,0.0,0.4
resignation,0.5,0.1,-0.6,-0.3,0.2,-0.4
rider,0.1,-0.1,0.3,0.2,0.1,0.1
ritual,0.4,0.1,-0.3,0.3,0.8,0.1
ruins,0.7,0.0,-0.5,-0.2,0.8,-0.2
shelf,0.2,0.2,0.0,0.1,0.1,-0.3
slam,0.5,-0.3,0.4,0.2,-0.1,0.9
stakes,0.3,-0.2,0.1,0.1,0.2,0.3
starter,-0.1,0.0,0.4,0.1,-0.5,0.2
sticking,0.1,0.2,-0.7,0.1,-0.1,0.0
subscribe,-0.2,0.0,0.1,0.0,-0.6,-0.1
superman,0.6,0.5,0.5,0.2,-0.2,0.6
surfaces,0.1,0.3,0.1,-0.1,0.0,-0.3
ta,-0.5,0.0,0.2,0.1,0.0,-0.3
territories,0.5,0.0,-0.2,0.0,0.4,0.1
tire,0.3,0.0,0.8,0.1,0.1,0.0
tl,-0.6,0.0,0.0,-0.2,-0.7,-0.5
towers,0.8,0.0,-0.3,-0.1,0.5,0.2
transfers,0.0,0.1,0.3,-0.1,-0.1,0.0
utterly,0.4,0.0,-0.2,-0.1,0.1,0.6
voltage,0.1,-0.4,0.5,0.4,-0.3,0.7
warn,0.2,-0.1,-0.1,0.1,0.1,0.6
width,0.2,0.3,-0.1,0.0,0.0,-0.3
workout,0.4,0.0,0.3,0.6,-0.4,0.5
aa,-0.3,0.0,0.0,0.0,-0.2,-0.4
abu,0.1,0.0,0.0,0.2,0.3,0.0
activated,0.1,-0.2,0.4,0.2,-0.5,0.5
adaptation,0.2,0.1,0.2,0.1,0.3,-0.1
advisor,0.1,0.0,-0.1,0.2,0.2,-0.2
aluminum,0.0,0.3,0.3,-0.4,-0.2,-0.1
apartments,0.6,0.0,-0.3,0.2,-0.1,0.0
attitudes,0.1,0.1,0.2,0.1,0.0,0.2
attorneys,0.3,0.0,-0.2,-0.3,0.2,0.1
bail,0.3,0.2,0.2,-0.2,0.1,0.2
barriers,0.6,0.0,-0.4,-0.3,0.2,0.1
belonged,0.3,0.0,-0.3,0.4,0.3,-0.3
bradley,0.1,0.0,0.1,0.1,0.0,0.0
brandon,0.1,0.0,0.1,0.1,-0.2,0.0
broader,0.3,0.2,0.0,0.0,0.1,0.1
buck,0.2,-0.2,0.6,0.2,0.1,0.3
cal,0.0,0.0,0.1,0.2,0.0,0.0
caroline,0.1,0.0,0.2,0.3,0.2,-0.1
characterized,0.2,0.0,-0.2,-0.2,0.1,-0.2
civilization,0.8,0.0,-0.4,0.2,0.8,0.2
congrats,-0.2,0.4,0.6,0.6,-0.5,0.5
contractors,0.4,0.0,-0.3,-0.1,0.0,0.2
creativity,-0.1,0.5,0.5,0.5,0.1,0.3
dealers,0.2,0.1,0.1,0.0,0.0,0.2
delicate,-0.6,0.6,0.2,0.1,0.0,-0.5
den,0.3,0.0,-0.2,0.6,0.3,-0.3
derek,0.1,0.0,0.0,0.2,0.1,0.0
desires,0.3,0.3,0.2,0.7,0.2,0.5
disappointment,0.6,-0.1,-0.6,-0.4,0.1,-0.2
disk,-0.1,0.2,0.3,-0.2,-0.2,-0.1
enters,0.1,-0.1,0.1,0.0,0.0,0.1
evaluate,0.2,0.0,0.0,-0.3,0.1,0.0
formally,0.3,0.0,-0.2,-0.4,0.3,0.0
frames,0.2,0.1,0.1,0.0,0.1,-0.1
goddess,0.5,0.3,0.2,0.5,0.8,0.4
gov,0.3,0.0,-0.3,-0.3,-0.3,0.1
hampshire,0.4,0.0,0.0,0.1,0.5,-0.2
harassment,0.5,-0.2,-0.4,0.3,0.1,0.7
hats,-0.3,0.3,0.2,0.3,0.1,-0.2
